Viral_contig	length	Viral_Cluster	habitat	Lat	Lon
REF:Gammaproteobacteria_gi_545246475-190336-223098	32762	2	Gammaproteobacteria_gi_545246475-190336-223098	prophage	prophage
REF:Gammaproteobacteria_gi_487679961-1886772-1919488	32716	2	Gammaproteobacteria_gi_487679961-1886772-1919488	prophage	prophage
REF:Gammaproteobacteria_gi_331675312-62852-95545	32693	2	Gammaproteobacteria_gi_331675312-62852-95545	prophage	prophage
REF:2706796024_____2706858262	32684	2	Enterobacteria virus WPhi	REF	REF
REF:2706795672_____2706857860	32675	2	Escherichia phage pro147	REF	REF
REF:Gammaproteobacteria_gi_417142058-31770-64418	32648	2	Gammaproteobacteria_gi_417142058-31770-64418	prophage	prophage
REF:Gammaproteobacteria_gi_476381486-2746308-2778951	32643	2	Gammaproteobacteria_gi_476381486-2746308-2778951	prophage	prophage
REF:Gammaproteobacteria_gi_433019103-14007-46643	32636	2	Gammaproteobacteria_gi_433019103-14007-46643	prophage	prophage
REF:Gammaproteobacteria_gi_419911967-11779-44362	32583	2	Gammaproteobacteria_gi_419911967-11779-44362	prophage	prophage
REF:Gammaproteobacteria_gi_422333904-55590-88033	32443	2	Gammaproteobacteria_gi_422333904-55590-88033	prophage	prophage
REF:Gammaproteobacteria_gi_545256333-3202787-3235107	32320	2	Gammaproteobacteria_gi_545256333-3202787-3235107	prophage	prophage
REF:Gammaproteobacteria_gi_422371944-96126-128409	32283	2	Gammaproteobacteria_gi_422371944-96126-128409	prophage	prophage
REF:Gammaproteobacteria_gi_433210073-11997-44207	32210	2	Gammaproteobacteria_gi_433210073-11997-44207	prophage	prophage
REF:Gammaproteobacteria_gi_476380668-59801-92011	32210	2	Gammaproteobacteria_gi_476380668-59801-92011	prophage	prophage
REF:Gammaproteobacteria_gi_476381438-65173-97383	32210	2	Gammaproteobacteria_gi_476381438-65173-97383	prophage	prophage
REF:Gammaproteobacteria_gi_476381097-728037-760225	32188	2	Gammaproteobacteria_gi_476381097-728037-760225	prophage	prophage
REF:Gammaproteobacteria_gi_544388862-4251415-4283570	32155	2	Gammaproteobacteria_gi_544388862-4251415-4283570	prophage	prophage
REF:Gammaproteobacteria_gi_378710836-4662111-4694265	32154	2	Gammaproteobacteria_gi_378710836-4662111-4694265	prophage	prophage
REF:Gammaproteobacteria_gi_386607309-4331978-4364132	32154	2	Gammaproteobacteria_gi_386607309-4331978-4364132	prophage	prophage
REF:Gammaproteobacteria_gi_386698504-614609-646763	32154	2	Gammaproteobacteria_gi_386698504-614609-646763	prophage	prophage
REF:Gammaproteobacteria_gi_386707734-4328459-4360613	32154	2	Gammaproteobacteria_gi_386707734-4328459-4360613	prophage	prophage
REF:Gammaproteobacteria_gi_510918110-3769275-3801426	32151	2	Gammaproteobacteria_gi_510918110-3769275-3801426	prophage	prophage
REF:Gammaproteobacteria_gi_510929064-622776-654927	32151	2	Gammaproteobacteria_gi_510929064-622776-654927	prophage	prophage
REF:Gammaproteobacteria_gi_510929138-1118952-1151103	32151	2	Gammaproteobacteria_gi_510929138-1118952-1151103	prophage	prophage
REF:Gammaproteobacteria_gi_419863662-117425-149566	32141	2	Gammaproteobacteria_gi_419863662-117425-149566	prophage	prophage
REF:Gammaproteobacteria_gi_545250371-2005021-2037157	32136	2	Gammaproteobacteria_gi_545250371-2005021-2037157	prophage	prophage
REF:Gammaproteobacteria_gi_556506383-880677-912813	32136	2	Gammaproteobacteria_gi_556506383-880677-912813	prophage	prophage
REF:Gammaproteobacteria_gi_476380502-3252303-3284408	32105	2	Gammaproteobacteria_gi_476380502-3252303-3284408	prophage	prophage
REF:Gammaproteobacteria_gi_487473928-60331-92398	32067	2	Gammaproteobacteria_gi_487473928-60331-92398	prophage	prophage
REF:Gammaproteobacteria_gi_417085157-93955-126014	32059	2	Gammaproteobacteria_gi_417085157-93955-126014	prophage	prophage
REF:Gammaproteobacteria_gi_486186507-94024-126054	32030	2	Gammaproteobacteria_gi_486186507-94024-126054	prophage	prophage
REF:Gammaproteobacteria_gi_559190646-280127-312129	32002	2	Gammaproteobacteria_gi_559190646-280127-312129	prophage	prophage
REF:Gammaproteobacteria_gi_566138508-677984-709947	31963	2	Gammaproteobacteria_gi_566138508-677984-709947	prophage	prophage
REF:Gammaproteobacteria_gi_419952011-33751-65709	31958	2	Gammaproteobacteria_gi_419952011-33751-65709	prophage	prophage
REF:Gammaproteobacteria_gi_416282712-21693-53641	31948	2	Gammaproteobacteria_gi_416282712-21693-53641	prophage	prophage
REF:Gammaproteobacteria_gi_377520096-4442086-4474033	31947	2	Gammaproteobacteria_gi_377520096-4442086-4474033	prophage	prophage
REF:Gammaproteobacteria_gi_418270137-41650-73594	31944	2	Gammaproteobacteria_gi_418270137-41650-73594	prophage	prophage
REF:Gammaproteobacteria_gi_415846501-11846-43782	31936	2	Gammaproteobacteria_gi_415846501-11846-43782	prophage	prophage
REF:Gammaproteobacteria_gi_476381468-965939-997865	31926	2	Gammaproteobacteria_gi_476381468-965939-997865	prophage	prophage
REF:Gammaproteobacteria_gi_545168859-918320-950215	31895	2	Gammaproteobacteria_gi_545168859-918320-950215	prophage	prophage
REF:Gammaproteobacteria_gi_545256008-945129-977024	31895	2	Gammaproteobacteria_gi_545256008-945129-977024	prophage	prophage
REF:Gammaproteobacteria_gi_558508480-43107-74981	31874	2	Gammaproteobacteria_gi_558508480-43107-74981	prophage	prophage
REF:Gammaproteobacteria_gi_510912897-69413-101250	31837	2	Gammaproteobacteria_gi_510912897-69413-101250	prophage	prophage
REF:Gammaproteobacteria_gi_487568275-69428-101262	31834	2	Gammaproteobacteria_gi_487568275-69428-101262	prophage	prophage
REF:Gammaproteobacteria_gi_452719833-2327158-2358979	31821	2	Gammaproteobacteria_gi_452719833-2327158-2358979	prophage	prophage
REF:Gammaproteobacteria_gi_433194093-45797-77617	31820	2	Gammaproteobacteria_gi_433194093-45797-77617	prophage	prophage
REF:Gammaproteobacteria_gi_476381397-2084667-2116487	31820	2	Gammaproteobacteria_gi_476381397-2084667-2116487	prophage	prophage
REF:Gammaproteobacteria_gi_476381505-3513263-3545083	31820	2	Gammaproteobacteria_gi_476381505-3513263-3545083	prophage	prophage
REF:Gammaproteobacteria_gi_452333186-4330884-4362684	31800	2	Gammaproteobacteria_gi_452333186-4330884-4362684	prophage	prophage
REF:Gammaproteobacteria_gi_419393676-24637-56424	31787	2	Gammaproteobacteria_gi_419393676-24637-56424	prophage	prophage
REF:Gammaproteobacteria_gi_419399246-74111-105896	31785	2	Gammaproteobacteria_gi_419399246-74111-105896	prophage	prophage
REF:Gammaproteobacteria_gi_419409656-74309-106093	31784	2	Gammaproteobacteria_gi_419409656-74309-106093	prophage	prophage
REF:Gammaproteobacteria_gi_545298285-750433-782227	31769	2	Gammaproteobacteria_gi_545298285-750433-782227	prophage	prophage
REF:Gammaproteobacteria_gi_419809321-141751-173519	31768	2	Gammaproteobacteria_gi_419809321-141751-173519	prophage	prophage
REF:Gammaproteobacteria_gi_419297346-71368-103128	31760	2	Gammaproteobacteria_gi_419297346-71368-103128	prophage	prophage
REF:Gammaproteobacteria_gi_493728969-76755-108508	31753	2	Gammaproteobacteria_gi_493728969-76755-108508	prophage	prophage
REF:Gammaproteobacteria_gi_433178892-14002-45704	31702	2	Gammaproteobacteria_gi_433178892-14002-45704	prophage	prophage
REF:Gammaproteobacteria_gi_476380656-1123567-1155269	31702	2	Gammaproteobacteria_gi_476380656-1123567-1155269	prophage	prophage
REF:Gammaproteobacteria_gi_476381162-1114784-1146486	31702	2	Gammaproteobacteria_gi_476381162-1114784-1146486	prophage	prophage
REF:Gammaproteobacteria_gi_422764745-2026462-2058127	31665	2	Gammaproteobacteria_gi_422764745-2026462-2058127	prophage	prophage
REF:Gammaproteobacteria_gi_476380493-601822-633478	31656	2	Gammaproteobacteria_gi_476380493-601822-633478	prophage	prophage
REF:Gammaproteobacteria_gi_476380636-100918-132544	31626	2	Gammaproteobacteria_gi_476380636-100918-132544	prophage	prophage
REF:Gammaproteobacteria_gi_476380783-4427925-4459527	31602	2	Gammaproteobacteria_gi_476380783-4427925-4459527	prophage	prophage
REF:Gammaproteobacteria_gi_545272037-2373305-2404900	31595	2	Gammaproteobacteria_gi_545272037-2373305-2404900	prophage	prophage
REF:Gammaproteobacteria_gi_545249531-68690-100268	31578	2	Gammaproteobacteria_gi_545249531-68690-100268	prophage	prophage
REF:Gammaproteobacteria_gi_476381111-156689-188264	31575	2	Gammaproteobacteria_gi_476381111-156689-188264	prophage	prophage
REF:Gammaproteobacteria_gi_487613461-14147-45687	31540	2	Gammaproteobacteria_gi_487613461-14147-45687	prophage	prophage
REF:Gammaproteobacteria_gi_427807674-966101-997629	31528	2	Gammaproteobacteria_gi_427807674-966101-997629	prophage	prophage
REF:Gammaproteobacteria_gi_420304586-92390-123907	31517	2	Gammaproteobacteria_gi_420304586-92390-123907	prophage	prophage
REF:Gammaproteobacteria_gi_419104445-58164-89675	31511	2	Gammaproteobacteria_gi_419104445-58164-89675	prophage	prophage
REF:Gammaproteobacteria_gi_208818172-1114327-1145829	31502	2	Gammaproteobacteria_gi_208818172-1114327-1145829	prophage	prophage
REF:Gammaproteobacteria_gi_163769656-28847-60348	31501	2	Gammaproteobacteria_gi_163769656-28847-60348	prophage	prophage
REF:Gammaproteobacteria_gi_163780161-102456-133957	31501	2	Gammaproteobacteria_gi_163780161-102456-133957	prophage	prophage
REF:Gammaproteobacteria_gi_208805610-126161-157662	31501	2	Gammaproteobacteria_gi_208805610-126161-157662	prophage	prophage
REF:Gammaproteobacteria_gi_209395693-2807847-2839348	31501	2	Gammaproteobacteria_gi_209395693-2807847-2839348	prophage	prophage
REF:Gammaproteobacteria_gi_254791136-2806827-2838328	31501	2	Gammaproteobacteria_gi_254791136-2806827-2838328	prophage	prophage
REF:Gammaproteobacteria_gi_452721429-103899-135400	31501	2	Gammaproteobacteria_gi_452721429-103899-135400	prophage	prophage
REF:Gammaproteobacteria_gi_545138374-104151-135652	31501	2	Gammaproteobacteria_gi_545138374-104151-135652	prophage	prophage
REF:Gammaproteobacteria_gi_545138520-165073-196574	31501	2	Gammaproteobacteria_gi_545138520-165073-196574	prophage	prophage
REF:Gammaproteobacteria_gi_545139108-93611-125112	31501	2	Gammaproteobacteria_gi_545139108-93611-125112	prophage	prophage
REF:Gammaproteobacteria_gi_545138736-131255-162754	31499	2	Gammaproteobacteria_gi_545138736-131255-162754	prophage	prophage
REF:Gammaproteobacteria_gi_476381421-560419-591917	31498	2	Gammaproteobacteria_gi_476381421-560419-591917	prophage	prophage
REF:Gammaproteobacteria_gi_419086854-58244-89741	31497	2	Gammaproteobacteria_gi_419086854-58244-89741	prophage	prophage
REF:Gammaproteobacteria_gi_545285087-63035-94478	31443	2	Gammaproteobacteria_gi_545285087-63035-94478	prophage	prophage
REF:Gammaproteobacteria_gi_545285126-720361-751804	31443	2	Gammaproteobacteria_gi_545285126-720361-751804	prophage	prophage
REF:Gammaproteobacteria_gi_545276594-2256557-2287971	31414	2	Gammaproteobacteria_gi_545276594-2256557-2287971	prophage	prophage
REF:Gammaproteobacteria_gi_545169017-68574-99983	31409	2	Gammaproteobacteria_gi_545169017-68574-99983	prophage	prophage
REF:Gammaproteobacteria_gi_555592580-864112-895521	31409	2	Gammaproteobacteria_gi_555592580-864112-895521	prophage	prophage
REF:Gammaproteobacteria_gi_416334691-74563-105950	31387	2	Gammaproteobacteria_gi_416334691-74563-105950	prophage	prophage
REF:Gammaproteobacteria_gi_545251347-1752536-1783915	31379	2	Gammaproteobacteria_gi_545251347-1752536-1783915	prophage	prophage
REF:Gammaproteobacteria_gi_331677334-643038-674409	31371	2	Gammaproteobacteria_gi_331677334-643038-674409	prophage	prophage
REF:Gammaproteobacteria_gi_433033864-14815-46161	31346	2	Gammaproteobacteria_gi_433033864-14815-46161	prophage	prophage
REF:Gammaproteobacteria_gi_476380707-795697-827043	31346	2	Gammaproteobacteria_gi_476380707-795697-827043	prophage	prophage
REF:Gammaproteobacteria_gi_427803074-987619-1018941	31322	2	Gammaproteobacteria_gi_427803074-987619-1018941	prophage	prophage
REF:Gammaproteobacteria_gi_443615330-1706424-1737745	31321	2	Gammaproteobacteria_gi_443615330-1706424-1737745	prophage	prophage
REF:Gammaproteobacteria_gi_476381120-882468-913752	31284	2	Gammaproteobacteria_gi_476381120-882468-913752	prophage	prophage
REF:Gammaproteobacteria_gi_490293293-45408-76692	31284	2	Gammaproteobacteria_gi_490293293-45408-76692	prophage	prophage
REF:Gammaproteobacteria_gi_415829682-133441-164745	31279	2	Gammaproteobacteria_gi_415829682-133441-164745	prophage	prophage
REF:Gammaproteobacteria_gi_424097489-3-31254	31251	2	Gammaproteobacteria_gi_424097489-3-31254	prophage	prophage
REF:Gammaproteobacteria_gi_452273295-79249-110491	31242	2	Gammaproteobacteria_gi_452273295-79249-110491	prophage	prophage
REF:Gammaproteobacteria_gi_525814190-1209310-1240484	31174	2	Gammaproteobacteria_gi_525814190-1209310-1240484	prophage	prophage
REF:Gammaproteobacteria_gi_545232298-2181520-2212692	31172	2	Gammaproteobacteria_gi_545232298-2181520-2212692	prophage	prophage
REF:Gammaproteobacteria_gi_433168947-92572-123742	31170	2	Gammaproteobacteria_gi_433168947-92572-123742	prophage	prophage
REF:Gammaproteobacteria_gi_545165330-391270-422440	31170	2	Gammaproteobacteria_gi_545165330-391270-422440	prophage	prophage
REF:Gammaproteobacteria_gi_545246600-4324549-4355663	31114	2	Gammaproteobacteria_gi_545246600-4324549-4355663	prophage	prophage
REF:Gammaproteobacteria_gi_424244885-58371-89433	31062	2	Gammaproteobacteria_gi_424244885-58371-89433	prophage	prophage
REF:Gammaproteobacteria_gi_545269922-175676-206727	31051	2	Gammaproteobacteria_gi_545269922-175676-206727	prophage	prophage
REF:Gammaproteobacteria_gi_419313848-73291-104339	31048	2	Gammaproteobacteria_gi_419313848-73291-104339	prophage	prophage
REF:Gammaproteobacteria_gi_487681646-67074-98122	31048	2	Gammaproteobacteria_gi_487681646-67074-98122	prophage	prophage
REF:Gammaproteobacteria_gi_419308883-73414-104461	31047	2	Gammaproteobacteria_gi_419308883-73414-104461	prophage	prophage
REF:Gammaproteobacteria_gi_487548899-67280-98327	31047	2	Gammaproteobacteria_gi_487548899-67280-98327	prophage	prophage
REF:Gammaproteobacteria_gi_417156405-1438985-1469935	30950	2	Gammaproteobacteria_gi_417156405-1438985-1469935	prophage	prophage
REF:Gammaproteobacteria_gi_417583472-68851-99801	30950	2	Gammaproteobacteria_gi_417583472-68851-99801	prophage	prophage
REF:Gammaproteobacteria_gi_452702556-21717-52667	30950	2	Gammaproteobacteria_gi_452702556-21717-52667	prophage	prophage
REF:Gammaproteobacteria_gi_510921210-221000-251908	30908	2	Gammaproteobacteria_gi_510921210-221000-251908	prophage	prophage
REF:Gammaproteobacteria_gi_545236170-66385-97261	30876	2	Gammaproteobacteria_gi_545236170-66385-97261	prophage	prophage
REF:Gammaproteobacteria_gi_419728545-72473-103347	30874	2	Gammaproteobacteria_gi_419728545-72473-103347	prophage	prophage
REF:Gammaproteobacteria_gi_417114797-658252-689110	30858	2	Gammaproteobacteria_gi_417114797-658252-689110	prophage	prophage
REF:Gammaproteobacteria_gi_419928599-33749-64594	30845	2	Gammaproteobacteria_gi_419928599-33749-64594	prophage	prophage
REF:Gammaproteobacteria_gi_425180733-90140-120974	30834	2	Gammaproteobacteria_gi_425180733-90140-120974	prophage	prophage
REF:Gammaproteobacteria_gi_429960954-90189-121019	30830	2	Gammaproteobacteria_gi_429960954-90189-121019	prophage	prophage
REF:Gammaproteobacteria_gi_429967848-58158-88988	30830	2	Gammaproteobacteria_gi_429967848-58158-88988	prophage	prophage
REF:Gammaproteobacteria_gi_476381353-165621-196426	30805	2	Gammaproteobacteria_gi_476381353-165621-196426	prophage	prophage
REF:Gammaproteobacteria_gi_554966906-80063-110861	30798	2	Gammaproteobacteria_gi_554966906-80063-110861	prophage	prophage
REF:638275546_____638276856	30728	2	Yersinia virus L-413C	REF	REF
REF:Gammaproteobacteria_gi_429969186-97079-127803	30724	2	Gammaproteobacteria_gi_429969186-97079-127803	prophage	prophage
REF:Gammaproteobacteria_gi_487662708-254457-285177	30720	2	Gammaproteobacteria_gi_487662708-254457-285177	prophage	prophage
REF:Gammaproteobacteria_gi_476381424-72207-102924	30717	2	Gammaproteobacteria_gi_476381424-72207-102924	prophage	prophage
REF:Gammaproteobacteria_gi_421824467-94630-125314	30684	2	Gammaproteobacteria_gi_421824467-94630-125314	prophage	prophage
REF:Gammaproteobacteria_gi_424084412-58323-89007	30684	2	Gammaproteobacteria_gi_424084412-58323-89007	prophage	prophage
REF:Gammaproteobacteria_gi_424469133-56521-87205	30684	2	Gammaproteobacteria_gi_424469133-56521-87205	prophage	prophage
REF:Gammaproteobacteria_gi_424520804-56460-87144	30684	2	Gammaproteobacteria_gi_424520804-56460-87144	prophage	prophage
REF:Gammaproteobacteria_gi_429959217-90184-120868	30684	2	Gammaproteobacteria_gi_429959217-90184-120868	prophage	prophage
REF:Gammaproteobacteria_gi_545147977-44385-75069	30684	2	Gammaproteobacteria_gi_545147977-44385-75069	prophage	prophage
REF:Gammaproteobacteria_gi_486126945-112107-142757	30650	2	Gammaproteobacteria_gi_486126945-112107-142757	prophage	prophage
REF:Gammaproteobacteria_gi_486152670-56854-87504	30650	2	Gammaproteobacteria_gi_486152670-56854-87504	prophage	prophage
REF:Gammaproteobacteria_gi_293417316-72713-103353	30640	2	Gammaproteobacteria_gi_293417316-72713-103353	prophage	prophage
REF:Gammaproteobacteria_gi_545234041-102586-133213	30627	2	Gammaproteobacteria_gi_545234041-102586-133213	prophage	prophage
REF:Gammaproteobacteria_gi_417280092-575964-606578	30614	2	Gammaproteobacteria_gi_417280092-575964-606578	prophage	prophage
REF:Gammaproteobacteria_gi_556555077-73465-104061	30596	2	Gammaproteobacteria_gi_556555077-73465-104061	prophage	prophage
REF:Gammaproteobacteria_gi_485862786-26374-56968	30594	2	Gammaproteobacteria_gi_485862786-26374-56968	prophage	prophage
REF:Gammaproteobacteria_gi_485864157-26443-57037	30594	2	Gammaproteobacteria_gi_485864157-26443-57037	prophage	prophage
REF:Gammaproteobacteria_gi_485866756-26417-57011	30594	2	Gammaproteobacteria_gi_485866756-26417-57011	prophage	prophage
REF:Gammaproteobacteria_gi_485867975-26507-57101	30594	2	Gammaproteobacteria_gi_485867975-26507-57101	prophage	prophage
REF:Gammaproteobacteria_gi_485869188-26453-57047	30594	2	Gammaproteobacteria_gi_485869188-26453-57047	prophage	prophage
REF:Gammaproteobacteria_gi_485870727-26469-57063	30594	2	Gammaproteobacteria_gi_485870727-26469-57063	prophage	prophage
REF:Gammaproteobacteria_gi_545157487-171610-202200	30590	2	Gammaproteobacteria_gi_545157487-171610-202200	prophage	prophage
REF:Gammaproteobacteria_gi_386698504-2618577-2649127	30550	2	Gammaproteobacteria_gi_386698504-2618577-2649127	prophage	prophage
REF:Gammaproteobacteria_gi_386707734-2303629-2334179	30550	2	Gammaproteobacteria_gi_386707734-2303629-2334179	prophage	prophage
REF:Gammaproteobacteria_gi_378710836-1768255-1798802	30547	2	Gammaproteobacteria_gi_378710836-1768255-1798802	prophage	prophage
REF:Gammaproteobacteria_gi_478763186-70243-100772	30529	2	Gammaproteobacteria_gi_478763186-70243-100772	prophage	prophage
REF:Gammaproteobacteria_gi_544574430-4384390-4414909	30519	2	Gammaproteobacteria_gi_544574430-4384390-4414909	prophage	prophage
REF:Gammaproteobacteria_gi_556507027-1074634-1105140	30506	2	Gammaproteobacteria_gi_556507027-1074634-1105140	prophage	prophage
REF:Gammaproteobacteria_gi_544388862-2246773-2277266	30493	2	Gammaproteobacteria_gi_544388862-2246773-2277266	prophage	prophage
REF:Gammaproteobacteria_gi_452701977-23804-54250	30446	2	Gammaproteobacteria_gi_452701977-23804-54250	prophage	prophage
REF:Gammaproteobacteria_gi_419073900-207954-238398	30444	2	Gammaproteobacteria_gi_419073900-207954-238398	prophage	prophage
REF:Gammaproteobacteria_gi_386607309-2307174-2337602	30428	2	Gammaproteobacteria_gi_386607309-2307174-2337602	prophage	prophage
REF:Gammaproteobacteria_gi_425249603-93871-124232	30361	2	Gammaproteobacteria_gi_425249603-93871-124232	prophage	prophage
REF:Gammaproteobacteria_gi_545234557-2261685-2292028	30343	2	Gammaproteobacteria_gi_545234557-2261685-2292028	prophage	prophage
REF:Gammaproteobacteria_gi_545245993-2206799-2237142	30343	2	Gammaproteobacteria_gi_545245993-2206799-2237142	prophage	prophage
REF:Gammaproteobacteria_gi_545174824-1536356-1566566	30210	2	Gammaproteobacteria_gi_545174824-1536356-1566566	prophage	prophage
